Jobid	Jobname	URL	Location	Date	Company	Description
24	Especialista de Base de Datos	https://pe.linkedin.com/jobs/view/especialista-de-base-de-datos-at-izipay-3651716061?refId=bHxmBgMwzggeUKOl%2BBwy0Q%3D%3D&trackingId=hHTL7kZk9XUIuG294egeGQ%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card	Lima, Lima, Peru	5 days ago	izipay	"¡Somos Izipay!
La red multimarca más grande del país, estamos revolucionando el mercado de pagos y tenemos la meta de hacer crecer x4 nuestro número de comercios atendidos. Para lograrlo, queremos que vengas a reforzar nuestro equipo como
Especialista de Base de Datos
¿Cuáles serán tus responsabilidades?
Protegerás los datos de la organización, a través de una adecuada gestión de respaldos y seguridad de bases de datos.
Gestionarás incidencias y problemas relacionados a bases de datos.
Mantendrás en correcto estado las bases de datos, a través de la ejecución de planes de mantenimiento preventivo y afinamiento.
Realizarás dimensionamiento de la capacidad de las bases de datos, a través de evaluaciones periódicas de crecimiento y rendimiento.
Gestionarás proyectos de tecnología que involucren bases de datos.
Requisitos
¿Cómo saber que este puesto es para ti?
Titulado de Ingeniería de Sistemas, Ingeniería Informática, o afines.
Mínimo 5 años en áreas de experiencia asumiendo la funciones.
Conocimiento intermedio-avanzado de Oracle, Golden Gate, SQL Server, MySQL, DB2, RDP Cloud (MongoDB, Oracle, MariaDB) sobre plataforma Linux, AIX, Window.
Certificación en Scrum.
Si cumples con todos estos requisitos ¡Únetenos!
Beneficios
¿Qué te ofrecemos?
Un paquete de beneficios variado y competitivo, que complementará tu remuneración, además de un excelente clima laboral y la posibilidad de trabajar con los mejores del mercado
#iziVamosPorMás"
25	Analista gobierno de datos - Hibrido	https://pe.linkedin.com/jobs/view/analista-gobierno-de-datos-hibrido-at-vooxell-3642946793?refId=bHxmBgMwzggeUKOl%2BBwy0Q%3D%3D&trackingId=yALAfyY9mx2A0itxr%2Fshyg%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card	Lima, Lima, Peru	2 weeks ago	Vooxell	"Formación
Bachiller o egresado en ingeniería de sistemas, telecomunicaciones, computación, informática, estadística, industrial o carreras afines.
Experiencia
Mínimo 2 años en posiciones similares en procesos de gestión, gobernanza de datos, calidad de datos y gestión de metadatos.
Mínimo 2 años participando en proyectos o implementación de Data Governance/Gobierno de Datos.
Realizando documentación de activos de información, con entregables como: Diccionario de datos, Business Glosary, políticas, estrategia de metadatos, etc.
Mínimo 1 año en equipos de gestión bajo metodología ágil/Scrum.
Conocimientos
Modelamiento y documentación de casos de negocios, bases de datos y procesos.
Lenguajes SQL avanzado (Oracle/SQL Server) de programación: Python o R.
Servicios Cloud GCP/AWS, Big Data.
Visualización: Power BI, Tableau, Datastudio.
Herramientas de perfilamiento y calidad de datos.
Gobierno de Datos - Framework DAMA.
Análisis, propuestas y seguimiento sistemáticos de planes de mejora de datos.
Soluciones SAP: SAP S/4 Hana, SAP MDG y SAP Information Steward (Deseable)
Nivel MS Office avanzado: Word, Excel y Power Point
CDMP, CSM o relacionadas (Deseable)
Funciones
Elaboración de consultas SQL.
Mapeo de fuentes de información.
Implementar desplegar y promover el modelo de gobierno de datos.
Realizar la documentación de los principales activos de información.
Gestionar y asegurar el uso adecuado de las herramientas de gobierno y calidad del dato.
Apoyar con las políticas de gobierno de datos.
Mantener el diccionario de datos y glosario de términos de la empresa.
Construir puentes y alianzas con áreas de soporte y negocio.
Liderar en la gestión de los principales proyectos de evolución analítica.
Proporcionar capacidades y apoyar el programa de gobernanza de datos e información, incluyendo la mejora de la estrategia de datos/información.
Apoyar el desarrollo del modelo conceptual de datos/información.
Apoyar en la gestión de la base de datos maestra y de referencia."
26	Analista de Control Medios de Pago	https://pe.linkedin.com/jobs/view/analista-de-control-medios-de-pago-at-scotiabank-3608958271?refId=bHxmBgMwzggeUKOl%2BBwy0Q%3D%3D&trackingId=oAlpqhYOgfu0nnbY4hEXEA%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card	San Isidro, Lima, Peru	2 weeks ago	Scotiabank	"Gracias por tu interés en ser parte de Scotiabank Perú, apreciamos tu postulación. Estamos en la búsqueda de personas con talento que quieran crecer y lograr los objetivos de nuestra organización. ¡Te deseamos mucho éxito dentro de este proceso!
Misión
Contribuye al éxito general de la Unidad de Soporte & Control Medios de pago, elabora y analiza la información necesaria que garanticen la estrategias de negocios/operaciones, planes e iniciativas se lleven a cabo o se cumplan de conformidad con las normas, políticas y procedimientos internos vigentes.
¿Qué esperamos de ti?
Formación Deseable: Profesional en las carreras de Economía, Administración, Ingeniería Industrial y/o carreras afines.
Experiencia Mínima: Mínimo 3 años en posición de análisis de tarjeta de crédito y/o débito en banco.
Haber realizado o participado en la elaboración de dashboard de procesos.
Conocimientos Específicos:
Conocimiento de Procedimientos Operativos y Funcionales de procesos relacionados a tarjeta de crédito y/o débito.
Elaboración de macros y procesamiento de base de datos.
Idiomas: inglés (nivel intermedio).
¿A qué retos te enfrentaras?
Construye el tablero de control con la información de las transacciones realizadas por el equipo de Servicio Retail, con diferentes tipos de vistas, como: montos, cantidades, tipo de transacciones, etc.; que permitan el análisis para la toma de decisiones y generación de oportunidades de mejora, a fin de controlar los riesgos y proponer la optimización de los procesos.
Genera acuerdos de servicios con el equipo de Servicios Retail, a fin de poder dar el mantenimiento y/o actualización de la información de transacciones, de forma que se pueda dar continuidad al proceso de revisión y mantener controlado los indicadores del área.
Responsable de la construcción de la presentación de indicadores y reportes gerenciales de la Unidad, que permitan encontrar oportunidades de mejora y satisfacción del usuario.
Responsable de coordinar con las procesadoras y unidades especializadas del banco, para obtener información que ayude en la elaboración de los reportes trimestrales de la marca (Visa/Mastercard).
Mantiene una labor analítica que le permita levantar oportunidades de mejora y que ayuden en la optimización de procesos; estos inputs deben de realizarse de forma continua.
Responsable de la elaboración y mantenimiento de la matriz de acuerdos de servicio con los proveedores.
Agradecemos tu interés, sin embargo, únicamente los candidatos/as seleccionados para entrevista serán contactados.
Scotiabank es una empresa incluyente, que respeta la diversidad y no hace ningún tipo de discriminación*"
27	Analista gobierno de datos - Hibrido	https://pe.linkedin.com/jobs/view/analista-gobierno-de-datos-hibrido-at-vooxell-3657619449?refId=bHxmBgMwzggeUKOl%2BBwy0Q%3D%3D&trackingId=AvFOLqOBBTZ7FCykdOht8g%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card	Lima, Lima, Peru	5 days ago	Vooxell	"Formación
Bachiller o egresado en ingeniería de sistemas, telecomunicaciones, computación, informática, estadística, industrial o carreras afines.
Experiencia
Mínimo 2 años en posiciones similares en procesos de gestión, gobernanza de datos, calidad de datos y gestión de metadatos.
Mínimo 2 años participando en proyectos o implementación de Data Governance/Gobierno de Datos.
Realizando documentación de activos de información, con entregables como: Diccionario de datos, Business Glosary, políticas, estrategia de metadatos, etc.
Mínimo 1 año en equipos de gestión bajo metodología ágil/Scrum.
Conocimientos
Modelamiento y documentación de casos de negocios, bases de datos y procesos.
Lenguajes SQL avanzado (Oracle/SQL Server) de programación: Python o R.
Servicios Cloud GCP/AWS, Big Data.
Visualización: Power BI, Tableau, Datastudio.
Herramientas de perfilamiento y calidad de datos.
Gobierno de Datos - Framework DAMA.
Análisis, propuestas y seguimiento sistemáticos de planes de mejora de datos.
Soluciones SAP: SAP S/4 Hana, SAP MDG y SAP Information Steward (Deseable)
Nivel MS Office avanzado: Word, Excel y Power Point
CDMP, CSM o relacionadas (Deseable)
Funciones
Elaboración de consultas SQL.
Mapeo de fuentes de información.
Implementar desplegar y promover el modelo de gobierno de datos.
Realizar la documentación de los principales activos de información.
Gestionar y asegurar el uso adecuado de las herramientas de gobierno y calidad del dato.
Apoyar con las políticas de gobierno de datos.
Mantener el diccionario de datos y glosario de términos de la empresa.
Construir puentes y alianzas con áreas de soporte y negocio.
Liderar en la gestión de los principales proyectos de evolución analítica.
Proporcionar capacidades y apoyar el programa de gobernanza de datos e información, incluyendo la mejora de la estrategia de datos/información.
Apoyar el desarrollo del modelo conceptual de datos/información.
Apoyar en la gestión de la base de datos maestra y de referencia."
28	Programador Frontend	https://pe.linkedin.com/jobs/view/programador-frontend-at-cepal-international-3643660915?refId=RmHd27gpQVZzuy4qCiJgkw%3D%3D&trackingId=MVrMH2dE3Ya75zepap8GMg%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card	Lima, Lima, Peru	2 weeks ago	CEPAL INTERNATIONAL	"¡Hola programadores Frontend!
¿Quieres participar en proyectos innovadores?
¡Entonces buscamos a alguien como tú!
En CEPAL INTERNATIONAL nos encontramos en búsqueda de un programador Frontend para unirse a nuestro equipo de desarrollo. Tendrás la oportunidad de trabajar con otros programadores, diseñadores y usuarios finales, así como de desarrollar aplicaciones web de vanguardia.
Requisitos
Técnicos de las carreras de Computación e Informática o afines.
Experiencia mínimo 1 año como desarrollador.
Conocimiento de desarrollo web Frontend Avanzado.
Conocimiento en CSS, HTML, JS, SQL.
Funciones
Realizar la programación de aplicativos en Lenguaje HTML, CSS, Javascript, React, Vue.
Identificar oportunidades de mejora en los sistemas.
Analizar y desarrollar los sistemas solicitados por la Institución con interfaces WEB.
Proponer mejoras en los sistemas existentes WEB.
Elaborar y Mantener la documentación técnica de los sistemas de acuerdo con la metodología de desarrollo.
Realizar la atención de las incidencias presentadas en los ambientes de desarrollo, pruebas y producción.
Sugerir controles para el ingreso, procesamiento y salida de información en los sistemas desarrollados.
Habilidades
Proactivo/a.
Con capacidad de recibir recomendaciones y trabajar en equipo.
Capacidad para trabajar con equipos remotos.
Beneficios
Sueldo S/1,700
Vacantes (1),
Disponibilidad para trabajar de manera presencial en el distrito de Miraflores.
¡Si reúnes los requisitos, no dudes en enviarnos tu CV! ¡Estamos deseando conocerte!"
29	Junior Frontend Developer (Remote Internship – IT)	https://pe.linkedin.com/jobs/view/junior-frontend-developer-remote-internship-%E2%80%93-it-at-talentkompass-deutschland-3650074204?refId=RmHd27gpQVZzuy4qCiJgkw%3D%3D&trackingId=ZijG6HB7TS72ZQTRCVYZzQ%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card	Lima, Lima, Peru	6 days ago	TalentKompass Deutschland	"LOCATION: Remote Work
SCHEDULE: Part-time
Are you a budding frontend developer seeking an exceptional opportunity to gain hands-on experience while working with a prestigious Management Consulting firm? TalentKompass Deutschland, a leading Human Resources company based in Germany, is searching for a highly motivated Frontend Development Intern to join our esteemed client. This remote position offers a unique chance for someone who is passionate about web development and eager to learn in a dynamic and fast-paced environment.
As a Frontend Development Intern, you will work closely with the development and consulting teams, where you will be responsible for a range of tasks, including coding, debugging, and collaborating on innovative web solutions. You will have the extraordinary opportunity to learn from experienced professionals who will provide mentorship and guidance throughout the internship. With this internship, you will gain valuable experience in frontend development, web design, and teamwork – all essential skills for a successful career in this field.
Responsibilities:
Assist in the development, testing, and maintenance of web applications using HTML, CSS, and JavaScript
Collaborate with cross-functional teams to gather requirements and design user interfaces
Debug and troubleshoot frontend issues, ensuring optimal performance and user experience
Implement responsive web design principles to ensure applications render well on various devices and screen sizes
Adhere to coding best practices and maintain code quality
Participate in code reviews and contribute to the improvement of development processes
Support the team with general administrative tasks as needed
Requirements:
Basic understanding of web development principles and practices
Familiarity with HTML, CSS, and JavaScript
Excellent written and verbal communication skills in English
Ability to work independently and as part of a team
Strong organizational skills and the ability to manage multiple projects simultaneously
Knowledge of modern web development tools and frameworks, such as React or Angular, is a plus
Experience with version control systems, such as Git, is a plus
At TalentKompass Deutschland, we are committed to helping our interns develop their skills and reach their full potential. Our client is a reputable Management Consulting firm that will provide invaluable experience in a competitive industry. Don't miss this fantastic opportunity to jump-start your career in frontend development – apply now!"
30	Desarrollador Front End (Lima)	https://pe.linkedin.com/jobs/view/desarrollador-front-end-lima-at-per%C3%BA-rail-3649913337?refId=RmHd27gpQVZzuy4qCiJgkw%3D%3D&trackingId=90IyGsN%2BEUy%2B5dTAMqe8lw%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card	Lima, Lima, Peru	1 week ago	Perú Rail	"Somos una empresa líder en el sector turismo con los más altos estándares internacionales de calidad de servicio, seguridad y puntualidad a través de una oferta variada de servicios de tren hacia dos de los destinos más representativos del Perú; asimismo transportamos mercancías y minerales que tienen como salida al puerto de Matarani lo cual nos convierte en el operador logístico más eficiente del sur del país. Actualmente nos encontramos en la búsqueda de un profesional para ocupar la posición de: Desarrollador Front End (Lima).
Requisitos
Carrera técnica en Desarrollo Front End, Diseño y Desarrollo Web,
Programación, Desarrollo de Software o afines.
Mínimo 01 (un) año en equipos de Desarrollo Web
Lenguajes para Desarrollo Front-End HTML, CSS y Bootstrap.
Conocimiento de Javascript , JS Frameworks y jQuery
Conocimiento de herramientas de diseño como Figma, Adobe Illustrator.
Conocimientos de Diseño de Experiencia de Usuario.
Ingles nivel intermedio.
Funciones
Implementar propuestas de mejora en diseño e interfaz de usuario de plataformas digitales de la empresa (Ecommerce, web, aplicaciones).
Implementar y actualizar widgets, tags, plugins, snippets de código para el soporte de comercio digital.
Implementar wireframes, plantillas de correos transaccionales, formularios de recolección de datos y otros puntos de contacto digitales.
Realizar tareas de integración entre programación backend y desarrollo frontend en coordinación con equipo de Sistemas.
Actualizar contenidos en páginas web de la empresa.
Realizar tareas de carga de Información Promociones, Condiciones, Avisos y otros en los sitios web de la empresa.
Investigar nuevas herramientas y plataformas para la gestión de contenidos y optimización del performance de sitios web de la empresa.
Participar en el Sistema de Gestión de la Calidad, Medio Ambiente, Seguridad y Salud ocupacional, cumpliendo con lo establecido en las actividades de su puesto de trabajo.
Otras funciones relacionadas a su puesto de trabajo que le asigne su jefe inmediato.
Según ley N° 29973 ""Ley General de la Persona con Discapacidad"" no distinguimos personas con habilidades especiales. “Se tendrán en cuenta para el empleo todos los solicitantes calificados, independientemente de la raza, color, religión, sexo, expresión o identidad sexual, orientación sexual, país de origen, genética, discapacidad o edad”.
Las personas que reúnan los requisitos hacernos llegar su CV documentado al correo reclutamiento(a)perurail.com como fecha máxima hasta el Lunes 03 de Julio indicando en el asunto el código: PR62-23 Desarrollador Front End (Lima).), de lo contrario NO se tomará en cuenta su postulación."
31	Front-end Software Engineer	https://pe.linkedin.com/jobs/view/front-end-software-engineer-at-idm-technology-3657919939?refId=RmHd27gpQVZzuy4qCiJgkw%3D%3D&trackingId=VRe%2BmeCnph00FwzcFgs2cg%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card	Lima, Lima, Peru	5 days ago	IDM Technology	"Analiza y diseña las cargas de trabajo de tipo front-end
Implementa cargas de trabajo de tipo front-end (componentes, librerías, plantillas, arquetipos, pantallas) a través de las mejores prácticas de ingeniería de software: código limpio, principios y patrones según aplique
Testea diariamente e integra los incrementos del código en las ramas base del proyecto
Participa activamente en espacios de colaboración con equipos de diseño, producto, agilidad, data, growth e ingeniería"
32	Programador Front End con experiencia - Miraflores	https://pe.linkedin.com/jobs/view/programador-front-end-con-experiencia-miraflores-at-soluciones-empresariales-gjg-3661324392?refId=RmHd27gpQVZzuy4qCiJgkw%3D%3D&trackingId=nCI%2FugcWrZVPB0W72oTWwQ%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card	Lima, Lima, Peru	1 hour ago	Soluciones Empresariales GJG	"¡SÉ PARTE DE NUESTRA GRAN FAMILIA GJG!
Somos una empresa de consultoría y asesoría empresarial dedicada a brindar servicios de calidad e innovación; a su vez estamos especializados en Ventas de Marketing Digital e Inyección de Capital con Proyectos de Alta Rentabilidad.
Es por eso que nos encontramos en la búsqueda de talentos para formar parte de nuestra organización y crecer profesionalmente ocupando el puesto de: Programador Front End
Requisitos
Técnicos de las carreras de Computación e Informática o afines.
Experiencia mínima de 3 años como desarrollador.
Conocimiento de desarrollo web Frontend Avanzado.
Conocimiento en CSS, HTML, JS, SQL, a fines
Funciones
Realizar la programación de aplicativos.
Identificar oportunidades de mejora en los sistemas.
Analizar y desarrollar los sistemas solicitados por la empresa con interfaces WEB.
Proponer mejoras en los sistemas existentes WEB.
Elaborar y mantener la documentación técnica de los sistemas de acuerdo con la metodología de desarrollo.
Realizar la atención de las incidencias presentadas en los ambientes de desarrollo, pruebas y producción.
Sugerir controles para el ingreso, procesamiento y salida de información en los sistemas desarrollados.
Beneficios
Horario de oficina (L-V 9am a 6pm)
Línea de carrera
Buen clima laboral
¡Postúlate ahora!"
33	Frontend Developer	https://pe.linkedin.com/jobs/view/frontend-developer-at-inetum-3661308132?refId=RmHd27gpQVZzuy4qCiJgkw%3D%3D&trackingId=ITKHorKcRosGYdSZo8yzOg%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card	Lima, Peru	3 hours ago	Inetum	"Somos Inetum, una compañía de servicios ágiles que proporciona soluciones digitales y un grupo global de tecnólogos que acompaña a sus clientes en el proceso de digitalización aprovechando al máximo el digital flow.
Ofrecemos a nuestros clientes una combinación única de proximidad, organización sectorial y soluciones de calidad. Presente en más de 26 países, el Grupo tiene cerca de 27.000 colaboradores y apunta a continuar creciendo.
¡En Inetum acompañamos a nuestros clientes y colaboradores en su camino al éxito!
Si te gusta reinventarte y resolver problemas con nuevas estrategias, trabajar en proyectos de IT y de negocios: ¡Postula ahora!
Actualmente nos encontramos en búsqueda de
(01) Desarrollador Frontend
que se integren a nuestro equipo en un importante proyecto con una prestigiosa entidad.
¿Qué perfil buscamos?
• Bachiller en Ingeniería de Sistemas y/o Ingeniería Electrónica y/o Ingeniería Industrial y/o afines.
• Se considerará la experiencia general a partir de la condición de egresado de la universidad.
• Experiencia mínima de 3 años desempeñándose como desarrollador o programador o analista programador.
• Experiencia mínima de 3 años manejando Angular.
• Experiencia a nivel intermedio avanzado de la herramienta Angular.
• Conocimiento en Java 8, Spring Cloud, Contenedores, Java 11 (deseable)
Funciones
Cumplir las tareas asignadas por los líderes según la metodología definida.
Desarrollo de las opciones en la nueva arquitectura.
Pruebas unitarias de las opciones desarrolladas.
Cumplir con la metodología de desarrollo establecido y uso de las herramientas.
¿Cuáles son los detalles del puesto?
Remuneración en planilla con las condiciones de ley.
Concepto por movilidad.
EPS (opcional).
Beneficios corporativos y descuentos por ser parte del equipo Inetum.
Capacitaciones constantes acorde a tu línea de carrera y otras de interés general.
Participar en proyecto de gran envergadura.
Conoce más de nosotros en www.inetum.com/es o visita nuestras redes sociales como Inetum Perú para conocer más de nuestra cultura corporativa y metodologías de trabajo.
¡Te esperamos!
En Inetum promovemos la diversidad de género, origen étnico, nacionalidad, la inclusión de personas con discapacidad y/o habilidades diferentes mediante la igualdad de oportunidades en todos los procesos y buscamos ampliar las oportunidades de desarrollo profesional."
34	Praticante de Desarrollador Web - Ad Honorem	https://pe.linkedin.com/jobs/view/praticante-de-desarrollador-web-ad-honorem-at-abecexcom-3645933355?refId=RmHd27gpQVZzuy4qCiJgkw%3D%3D&trackingId=ch6msx1FdZd3tOc0%2BwrmKQ%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card	Lima, Lima, Peru	2 weeks ago	AbecexCom	"Estamos en busca de un practicante motivado y apasionado por el desarrollo web y con interés en la creación de páginas web comerciales.
Si te consideras una persona con habilidades técnicas, que esté interesado en contribuir al crecimiento y éxito de nuestra empresa, sumate a nuestro equipo y sé parte de este espacio lleno de oportunidades para ti.
Requisitos
Estudiantes o Egresado/a con estudios técnicos o universitarios en Desarrollo Web, Informática, Sistemas o afines.
Conocimientos en WordPress y creación de páginas web comerciales.
Habilidad para trabajar en equipo y comunicarse de manera efectiva con otros miembros del equipo.
Autodidacta, proactivo y con capacidad de adaptación.
Si no cumples con el 100% de requisitos, pero estás preparado para el desafío, queremos que presentes tu solicitud.
Objetivos y Tareas De Aprendizaje
Colaborar en la creación y desarrollo de sitios web comerciales utilizando WordPress.
Participar en la optimización y mantenimiento de páginas web existentes.
Apoyar al equipo en la implementación de soluciones y mejoras en los sitios web.
Aprender y aplicar buenas prácticas de desarrollo web y diseño responsive.
Colaborar con otros departamentos para optimizar estrategias de marketing y publicidad a través de la web.
Beneficios
Excelente clima laboral
Trabajo 100% Remoto o SemiPresencial
Horarios Flexibles + Días y Horas Off
Capacitaciones y cursos online.
Convenio de prácticas o Certificado de Trabajo.
Comprende que inicialmente es Modalidad Ad Honorem, posibilidad de posterior contratación
Postulación
Envíanos tu CV a “Team Publiultra @ Gmail . com” con asunto “PDW-05”
¡Únete a nuestro equipo, talentos que crecen junto a ti!"
35	Analista Programador Front End	https://pe.linkedin.com/jobs/view/analista-programador-front-end-at-valtx-3650797352?refId=RmHd27gpQVZzuy4qCiJgkw%3D%3D&trackingId=Ppj9n8FHGwyRWwPzi4WL0Q%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card	San Borja, Lima, Peru	4 weeks ago	Valtx	"En Valtx, empresa con 21 años de experiencia en el mercado peruano, cuyo objetivo principal es convertirse en un socio estratégico, mediante soluciones tecnológicas en los diversos aspectos de los procesos de negocios; el desarrollo, implementación y mantenimiento de aplicaciones e infraestructura tecnológica para el negocio; y consultoría en diversos procesos de transformación, nos encontramos en la búsqueda de un ANALISTA PROGRAMADOR FRONT END - REACT
¿Qué requisitos necesito?
Titulado o Bachiller en una de las siguientes carreras universitarias: Ingeniería de Sistemas, Ingeniería de Sistemas e Informática, Ingeniería Informática, Ingeniería de Sistemas y Computación, Ciencias de la Computación, Ingeniería de Software o carreras afines.
Experiencia mínima de 2 años desempeñándose como programador FRONTEND.
Conocimiento de lenguajes de programación (React en el front, backend .Net y Base de Datos SQL Server)
Experiencia en ambientes OnPremise.
Certificación en Metodologías Agiles (Scrum Master) o un curso en Metodologías Agiles.
Experiencia en Negocios Financieros (deseable)."
36	Desarrollador Web Python	https://pe.linkedin.com/jobs/view/desarrollador-web-python-at-aimo-3661316887?refId=RmHd27gpQVZzuy4qCiJgkw%3D%3D&trackingId=mTsjfW97C5kYHj5TTo1wQQ%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card	Lima, Lima, Peru	2 hours ago	Aimo	"🌎 www.aimo.co
Aimo is a Techstars Portfolio company that turns conversations into an effective sales channel, helping ecommerce brands sell more on WhatsApp. We help retailers use data to make the most out of their conversations, engaging customers and increasing their conversion rates. We are building a platform that integrates a CRM and automations with WhatsApp and your ecommerce, while keeping track of all the steps on a client’s digital journey.
We are passionate about empowering small & Medium business to grow their online sales and to grow ecommerce in Latin America.
Funciones del cargo
Resolver las necesidades del negocio enfocados en dar la mejor experiencia a los usuarios.
Establecer y seguir lineamientos para diseñar, compilar, probar y mantener aplicaciones.
Trabajar para mejorar y mantener el código limpio con buenas prácticas de todo nuestro software.
Colaborar con los miembros del equipo y las partes interesadas para garantizar que la empresa siempre construya las mejores soluciones de manera óptima para nuestros clientes.
Participar en revisiones de código entre pares, comparta su experiencia con otros miembros del equipo y ayude a desarrollar y mantener las mejores prácticas a medida que crecemos.
Crear pruebas unitarias para garantizar calidad del software
Requisitos del cargo
Más de 4 años de experiencia sólida como desarrollador de Python
Experiencia con el framework Python Django
Familiaridad con Amazon Web Services (AWS) y API REST
Experiencia práctica en bases de datos y SQL
Conocimiento de las restricciones de subprocesos de Python y la arquitectura multiproceso.
Excelentes capacidades de pruebas unitarias y depuración
Opcionales
Beneficios
Trabajo híbrido (1 vez a la semana en oficina)
Horario: Lunes a Viernes de 9am - 6pm
Ingreso a Planilla con todos los beneficios de Ley"
37	Desarrollador de front-end	https://pe.linkedin.com/jobs/view/desarrollador-de-front-end-at-tata-consultancy-services-3660956173?refId=RmHd27gpQVZzuy4qCiJgkw%3D%3D&trackingId=ZrBK1DoX4VwZtmi%2Fm8sEsQ%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card	Lima, Peru	9 hours ago	Tata Consultancy Services	"Tata Consultancy Services es una empresa de servicios de TI, consultoría y soluciones de negocios que se asocia con varias grandes empresas globales para acompañarlos en su trayectoria de transformación. TCS ofrece una cartera integrada enfocada en consultoría y basada en Cognitive de servicios TI, Servicios de Tecnología y Negocios, e ingeniería. Todo esto se ofrece por medio de su único modelo de entrega Ágil de ubicación independiente (Location Independent Agile), reconocido como el parámetro de excelencia en desarrollo de aplicaciones. Como parte del Grupo Tata, el conglomerado industrial más grande de la India, TCS posee más de 390,000 de los consultores mejor capacitados del mundo en 46 países. La empresa generó una facturación consolidada de $17.6 mil millones de dólares en el año fiscal que finalizó el 31 de marzo de 2017, y cotiza en la BSE (anteriormente la Bolsa de Valores de Bombay) y la NSE (Bolsa Nacional de Valores) de la India. Para mayor información, visítenos en www.tcs.com. TATA Consultancy Services (TCS) es un empleador que trabaja sobre la base a méritos y no solicita dinero a postulantes; ni utiliza agencia alguna para hacer ofertas en representación de TCS.
Estamos en búsqueda de: DESARROLLADOR FRONT END - ANGULAR
Funciones:
a) Desarrollo de aplicaciones web con java
b) Atenciones de requerimientos
c) Desarrollo bajo metodología Agil (SCRUM).
Requisitos:
Técnicos o Universitario de Ing. de Computación y Sistemas, Ing. De Software, Ing. Informática y/o similar.
+3 años de experiencia en FrontEnd.
Experiencia en implementación y ejecución de pruebas unitarias.
Gran conocimiento del funcionamiento de la web, sus protocolos y APIs (http, localStorage, sessionStorage, etc).
Experiencia +2 años en desarrollo utilizando Angular.
NgRx
HTML
CSS, SCSS
Bootstrap
JavaScript, TypeScript
Azure DevOps.
Bitbucket.
Git.
Experiencia deseable con GraphQL.
Deseable Experiencia con Storybook."
38	Diseñador Web - Estrategia Digital (Condor Travel)	https://pe.linkedin.com/jobs/view/dise%C3%B1ador-web-estrategia-digital-condor-travel-at-expertia-travel-3629522238?refId=RmHd27gpQVZzuy4qCiJgkw%3D%3D&trackingId=lS%2BoUEnMibpb8jvp%2BODMUg%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card	Lima, Lima, Peru	4 weeks ago	Expertia Travel	"Elaboración y diseño de los requerimientos solicitados por el cliente interno para la página web, plataformas digitales (Google y Redes sociales).
Diseño de piezas publicitarias, videos y subida de imágenes dentro de la web.
Coordinar con producto y áreas comerciales cambios en las piezas publicitarias.
Requisitos
Estudios técnicos o universitarios en Diseño Grafico, Publcidad, UX/UI o afines.
2 años a más de experiencia laboral como Diseñador.
Manejo de programas de Diseño grafico.
Manejo de los programas de Office nivel intermedio.
Beneficios
Ingreso a planilla con todos los beneficios de ley
Cobertura de la EPS en % al titular de la póliza.
Descuentos en viajes y paquetes turísticos.
Capacitación permanente y oportunidad de crecimiento.
Día libre por cumpleaños.
Modalidad de trabajo híbrida.
EXPERTIA TRAVEL
es el Holding Turístico que agrupa a emblemáticas empresas de turismo de Sudamérica que incluye a las marcas Nuevo Mundo Viajes y AGIL Perú en turismo emisivo. Por el lado de turismo receptivo, Condor Travel, Tropic DMC, entre otras. Nuestro propósito es crear juntos experiencias para toda la vida."
